transaction_id,user_id,amount,transaction_type,is_new_beneficiary,new_ip_device_combo,otp_burst_flag,phishing_referrer_flag,hour_of_day,is_odd_hour,avg_daily_txn_amount,amount_ratio,txn_frequency_last_24h,previous_fraud_flag,email_domain_age_days,email_domain_verified,is_fraud
T09073,U0253,1033.24,TRANSFER,1,0,0,0,2,1,326.7319038027348,3.16,2,0,274,1,1
T09074,U0317,246.16,CASH_OUT,0,0,0,0,23,1,247.04171301666665,1.0,0,0,38,0,0
T09075,U0415,63.41,PAYMENT,0,0,0,0,23,1,248.45852469310452,0.26,1,0,243,0,0
T09076,U0095,41.93,CASH_OUT,0,0,0,0,2,1,305.0730051493409,0.14,1,0,180,1,0
T09077,U0273,85.1,TRANSFER,0,0,0,0,10,0,299.4257893498017,0.28,2,0,88,1,0
T09078,U0380,143.77,CASH_OUT,1,0,0,0,23,1,203.0768805240784,0.71,4,1,77,1,1
T09079,U0024,335.22,CASH_IN,0,0,0,0,5,1,387.78709431700673,0.86,5,0,323,1,0
T09080,U0116,604.49,CASH_OUT,0,0,0,0,0,1,475.133160506238,1.27,5,0,303,1,0
T09081,U0151,2148.79,CASH_IN,0,0,0,0,8,0,344.4908948739031,6.24,3,0,292,1,0
T09082,U0338,291.26,PAYMENT,0,0,0,0,23,1,320.0173239993008,0.91,2,0,141,1,0
T09083,U0050,365.1,CASH_OUT,0,0,0,0,11,0,420.06802523712906,0.87,4,0,51,1,0
T09084,U0206,368.88,PAYMENT,0,0,0,0,12,0,330.20997862707753,1.12,1,0,143,1,0
T09085,U0498,387.65,TRANSFER,0,1,0,0,13,0,237.80842911485524,1.63,4,0,160,1,0
T09086,U0335,364.64,CASH_OUT,1,0,0,0,7,0,494.5433905619065,0.74,6,0,51,1,1
T09087,U0079,4.41,CASH_OUT,0,1,0,0,23,1,301.06354134201285,0.01,3,0,210,1,0
T09088,U0070,0.86,TRANSFER,0,0,0,0,14,0,314.51809156595846,0.0,2,0,10,1,0
T09089,U0027,51.39,TRANSFER,0,1,0,0,9,0,386.365762390728,0.13,3,0,131,1,1
T09090,U0271,53.55,TRANSFER,0,0,0,0,22,0,356.0194838276976,0.15,3,0,157,1,0
T09091,U0050,610.22,PAYMENT,0,0,0,0,18,0,212.01431479294388,2.88,1,0,143,0,0
T09092,U0292,114.65,TRANSFER,0,0,0,0,5,1,349.0639905244859,0.33,3,0,265,1,0
T09093,U0247,1125.54,TRANSFER,0,0,0,1,15,0,324.52460837978,3.47,3,0,287,0,1
T09094,U0264,1319.77,PAYMENT,0,0,0,0,9,0,360.4070305296645,3.66,0,0,96,1,0
T09095,U0079,1862.63,CASH_IN,0,0,0,0,23,1,347.60920979456534,5.36,4,0,325,1,0
T09096,U0387,1399.11,CASH_OUT,0,1,0,0,12,0,248.7822085725087,5.62,2,1,341,0,1
T09097,U0190,158.65,PAYMENT,0,0,0,0,7,0,383.25320751876455,0.41,2,0,131,1,0
T09098,U0047,356.45,CASH_IN,0,0,0,0,3,1,246.3188992579785,1.45,2,0,112,1,1
T09099,U0461,96.46,CASH_OUT,0,0,0,0,7,0,302.5265926961171,0.32,6,0,347,1,0
T09100,U0361,820.49,PAYMENT,0,0,0,0,7,0,306.9141002881433,2.67,2,0,331,1,0
T09101,U0354,1096.56,PAYMENT,0,0,0,0,10,0,236.54343321027164,4.64,1,0,328,1,0
T09102,U0472,952.87,PAYMENT,0,0,0,0,0,1,499.9155230842682,1.91,3,0,309,1,0
T09103,U0488,284.02,TRANSFER,0,0,0,0,10,0,222.39779937638968,1.28,1,0,79,1,0
T09104,U0352,710.8,PAYMENT,1,1,0,0,4,1,99.98824182015213,7.11,3,0,13,0,1
T09105,U0189,51.34,PAYMENT,0,0,0,0,22,0,390.6913370984955,0.13,3,0,8,1,0
T09106,U0416,20.54,PAYMENT,0,0,0,0,14,0,257.28586444510887,0.08,4,0,99,1,0
T09107,U0256,699.66,CASH_OUT,0,0,0,0,23,1,435.6534942710509,1.61,3,0,110,1,0
T09108,U0222,277.0,PAYMENT,1,0,1,0,8,0,274.9526471400237,1.01,2,0,168,1,0
T09109,U0372,2707.34,CASH_OUT,1,0,0,0,10,0,294.0363066730111,9.21,4,0,196,1,1
T09110,U0241,51.16,PAYMENT,0,0,1,0,10,0,568.740654118006,0.09,6,0,247,1,0
T09111,U0269,967.68,CASH_IN,1,0,0,0,14,0,285.1839447376327,3.39,3,0,64,1,0
T09112,U0001,326.95,PAYMENT,0,0,0,0,11,0,306.34779108865325,1.07,4,0,290,1,0
T09113,U0034,877.67,CASH_IN,0,0,0,0,13,0,401.858732915378,2.18,5,0,321,0,0
T09114,U0446,849.48,CASH_OUT,0,1,0,0,5,1,313.5564508376313,2.71,2,0,26,0,0
T09115,U0079,1238.42,CASH_OUT,0,0,0,0,15,0,275.63329876033583,4.49,3,0,96,1,0
T09116,U0236,176.8,CASH_OUT,0,0,0,0,12,0,260.9937459575478,0.68,3,0,284,0,0
T09117,U0334,1495.86,TRANSFER,0,0,0,0,4,1,210.3166840766669,7.11,2,0,207,1,1
T09118,U0377,82.24,CASH_IN,0,0,0,0,23,1,251.67715086895083,0.33,1,0,343,0,0
T09119,U0349,42.76,TRANSFER,0,0,0,0,21,0,374.8593461177913,0.11,6,1,143,1,0
T09120,U0098,282.48,PAYMENT,0,0,0,0,17,0,395.1558080113939,0.71,2,0,343,1,0
T09121,U0082,881.07,PAYMENT,0,0,0,0,8,0,232.9095275333578,3.78,4,0,267,1,0
T09122,U0455,320.68,PAYMENT,0,0,0,0,11,0,413.3006133402395,0.78,4,0,100,1,0
T09123,U0477,883.88,CASH_OUT,0,0,0,0,8,0,374.4731324968631,2.36,3,0,305,1,0
T09124,U0415,654.09,CASH_IN,0,0,0,0,16,0,261.56249566599945,2.5,2,0,110,0,0
T09125,U0192,117.5,PAYMENT,0,0,0,1,20,0,362.85456944303735,0.32,3,0,21,1,0
T09126,U0253,1486.81,CASH_IN,0,0,0,0,13,0,430.6700228481852,3.45,2,0,287,1,0
T09127,U0409,31.35,PAYMENT,0,0,0,0,12,0,323.9040807242075,0.1,4,0,340,0,0
T09128,U0038,1142.76,TRANSFER,1,0,0,0,4,1,296.8589427608632,3.85,5,0,284,1,0
T09129,U0014,181.52,TRANSFER,0,0,0,0,9,0,211.52143840655924,0.86,3,0,214,1,0
T09130,U0392,346.72,CASH_OUT,0,0,0,0,21,0,262.8924034396421,1.32,4,0,21,1,0
T09131,U0347,274.4,TRANSFER,0,1,0,0,8,0,293.6968777042006,0.93,2,0,125,0,1
T09132,U0310,94.27,PAYMENT,1,0,0,1,12,0,167.59846018315474,0.56,4,0,103,1,0
T09133,U0386,221.7,TRANSFER,0,0,0,0,6,0,197.38593962622235,1.12,2,0,294,1,0
T09134,U0209,107.18,PAYMENT,0,0,0,0,13,0,369.23344018305033,0.29,2,0,311,0,0
T09135,U0357,114.01,CASH_OUT,0,0,0,0,3,1,247.1197940754334,0.46,7,0,146,1,0
T09136,U0462,103.55,PAYMENT,0,0,0,0,21,0,113.0312875340044,0.92,3,0,64,1,0
T09137,U0089,335.71,TRANSFER,0,0,0,0,7,0,253.57996372488543,1.32,3,0,170,0,0
T09138,U0056,799.57,TRANSFER,0,0,0,0,4,1,254.86842527044297,3.14,2,0,38,0,0
T09139,U0094,420.79,PAYMENT,0,0,0,0,12,0,311.69805922221246,1.35,5,0,120,0,0
T09140,U0093,1118.43,TRANSFER,0,0,0,0,19,0,332.9956203081422,3.36,2,0,121,0,0
T09141,U0340,506.05,PAYMENT,0,0,0,0,22,0,356.4646728660705,1.42,3,0,167,1,0
T09142,U0085,584.53,CASH_OUT,0,0,0,0,18,0,269.4053024422549,2.17,4,0,240,1,0
T09143,U0445,550.72,TRANSFER,0,0,0,0,19,0,277.17695034399406,1.99,3,0,64,1,0
T09144,U0245,298.43,PAYMENT,1,0,0,0,14,0,175.47270181092802,1.7,1,0,4,1,0
T09145,U0022,584.53,PAYMENT,0,0,0,0,6,0,247.62614936058625,2.36,3,0,200,1,0
T09146,U0291,36.13,PAYMENT,0,0,0,0,20,0,212.293635308324,0.17,4,0,181,1,0
T09147,U0485,982.53,PAYMENT,0,0,0,0,16,0,354.3512935399406,2.77,4,0,327,1,0
T09148,U0272,752.12,PAYMENT,0,0,0,0,5,1,522.8807900998515,1.44,4,0,69,1,0
T09149,U0306,140.67,PAYMENT,0,0,0,0,13,0,338.5992199695148,0.42,1,0,72,0,0
T09150,U0122,730.58,CASH_OUT,1,0,0,0,13,0,414.7205489408536,1.76,3,0,78,1,0
T09151,U0128,6.36,TRANSFER,0,0,0,0,9,0,372.97718900254176,0.02,4,0,184,1,0
T09152,U0113,122.47,CASH_OUT,0,1,0,0,13,0,151.88916728816127,0.81,1,0,130,1,0
T09153,U0427,33.68,PAYMENT,0,0,0,0,18,0,301.4955279858116,0.11,2,0,151,1,0
T09154,U0273,757.58,PAYMENT,0,0,0,0,19,0,185.35679579868423,4.09,3,1,118,1,1
T09155,U0336,705.04,CASH_OUT,1,0,0,0,10,0,147.05018788019453,4.79,3,0,114,1,0
T09156,U0442,840.03,PAYMENT,0,0,0,0,9,0,399.4162559689768,2.1,4,0,146,1,0
T09157,U0130,2.25,PAYMENT,0,0,0,0,14,0,448.0681775837429,0.01,4,0,338,1,0
T09158,U0132,347.81,CASH_OUT,0,0,0,0,1,1,50.0,6.96,4,0,344,1,0
T09159,U0085,610.11,CASH_OUT,0,0,0,0,18,0,237.2660378200236,2.57,2,0,47,1,0
T09160,U0423,84.45,CASH_IN,1,0,0,0,11,0,316.4084354395887,0.27,5,0,316,1,0
T09161,U0482,524.61,CASH_OUT,0,0,0,0,20,0,261.94536362272777,2.0,2,0,300,0,0
T09162,U0350,43.93,CASH_OUT,0,0,0,0,21,0,318.1133369906979,0.14,1,1,234,1,0
T09163,U0390,100.03,TRANSFER,1,0,0,0,17,0,314.1773623883082,0.32,1,0,275,1,1
T09164,U0081,322.94,PAYMENT,1,0,0,0,13,0,335.482208680462,0.96,7,0,72,1,0
T09165,U0487,530.03,TRANSFER,0,0,0,0,1,1,381.7978758302661,1.39,4,0,303,1,0
T09166,U0473,78.84,TRANSFER,0,0,0,0,11,0,356.15006854858564,0.22,2,0,222,0,0
T09167,U0325,102.42,PAYMENT,0,0,0,0,21,0,268.31725587956083,0.38,2,0,97,1,0
T09168,U0069,114.36,CASH_OUT,0,0,1,0,0,1,396.76914751175946,0.29,4,0,141,1,0
T09169,U0148,136.36,PAYMENT,0,0,0,0,17,0,117.8997726047648,1.16,3,0,360,0,0
T09170,U0448,128.45,CASH_OUT,0,0,0,1,11,0,398.3221061167843,0.32,2,0,64,1,0
T09171,U0016,251.39,PAYMENT,0,0,0,0,11,0,284.9567871051316,0.88,2,0,103,0,0
T09172,U0307,530.35,PAYMENT,0,0,0,0,3,1,216.8641542004828,2.45,8,0,308,1,0
T09173,U0105,288.15,TRANSFER,0,0,0,0,16,0,180.880913123066,1.59,2,0,257,1,0
T09174,U0165,748.0,PAYMENT,0,0,0,0,20,0,407.8686305501314,1.83,0,0,24,1,0
T09175,U0488,635.18,PAYMENT,0,0,0,0,15,0,271.9999360185452,2.34,2,0,55,1,0
T09176,U0201,67.64,CASH_OUT,0,0,0,0,18,0,184.11741325030147,0.37,3,0,273,0,0
T09177,U0197,25.04,TRANSFER,0,0,0,0,0,1,200.32132518339384,0.12,2,0,239,1,0
T09178,U0426,1051.63,TRANSFER,0,0,0,0,19,0,252.0540483995839,4.17,4,0,244,0,0
T09179,U0185,41.6,CASH_OUT,0,1,0,0,16,0,426.38055076741193,0.1,1,0,73,1,0
T09180,U0322,80.28,PAYMENT,0,0,0,0,1,1,381.47803160387457,0.21,1,0,363,1,0
T09181,U0265,11.19,PAYMENT,0,0,0,0,10,0,335.7747441717034,0.03,3,0,281,1,0
T09182,U0363,494.88,TRANSFER,0,0,0,0,6,0,280.1801442753424,1.77,5,0,209,1,0
T09183,U0100,436.58,PAYMENT,0,0,0,0,0,1,147.46199667312487,2.96,4,0,242,1,0
T09184,U0342,2167.71,CASH_OUT,0,0,0,0,5,1,575.9451555982146,3.76,4,0,131,1,0
T09185,U0320,1089.88,CASH_OUT,0,1,0,0,19,0,247.2998710128036,4.41,2,0,156,1,0
T09186,U0214,264.53,CASH_OUT,1,0,0,0,5,1,240.8630152611959,1.1,1,0,123,0,0
T09187,U0278,232.28,TRANSFER,0,0,0,0,4,1,304.0919278042394,0.76,2,0,254,1,0
T09188,U0162,176.09,CASH_OUT,1,0,0,0,10,0,465.3268338185718,0.38,6,0,192,1,0
T09189,U0439,82.68,TRANSFER,0,0,0,0,21,0,307.6870005213294,0.27,3,0,296,0,0
T09190,U0157,74.3,PAYMENT,1,0,0,0,4,1,270.8212233281293,0.27,6,0,223,1,0
T09191,U0422,70.95,TRANSFER,0,0,0,0,1,1,111.01240043931898,0.64,3,0,321,1,1
T09192,U0251,60.58,CASH_OUT,0,0,0,0,9,0,270.2594343343021,0.22,5,0,255,0,0
T09193,U0366,137.56,CASH_OUT,0,0,0,0,13,0,302.0597758782338,0.46,5,0,82,0,0
T09194,U0097,183.12,CASH_OUT,0,0,0,0,19,0,223.4115843515512,0.82,2,0,217,1,0
T09195,U0018,1629.58,CASH_OUT,0,0,0,0,22,0,343.513511198224,4.74,1,0,186,1,0
T09196,U0327,431.94,TRANSFER,0,0,0,0,19,0,227.33710320850207,1.9,2,0,346,1,0
T09197,U0449,2194.86,PAYMENT,1,0,1,0,20,0,225.0171047064604,9.75,2,0,325,0,0
T09198,U0383,232.98,CASH_OUT,0,0,0,0,17,0,296.8814918858721,0.78,2,0,134,1,0
T09199,U0097,305.9,CASH_OUT,1,0,0,0,12,0,231.9123066761672,1.32,3,0,320,0,1
T09200,U0001,196.21,CASH_OUT,0,0,0,0,2,1,277.58375426722296,0.71,3,0,214,1,0
T09201,U0216,100.99,TRANSFER,0,0,0,0,20,0,323.0397057684848,0.31,3,1,236,0,0
T09202,U0132,77.25,CASH_OUT,0,0,0,0,3,1,238.9670882701078,0.32,1,0,223,1,0
T09203,U0260,1450.93,PAYMENT,0,0,0,0,18,0,349.95089307746247,4.15,6,0,267,0,0
T09204,U0125,2164.17,CASH_OUT,0,0,0,0,17,0,193.0457471555078,11.21,4,0,20,1,0
T09205,U0082,22.97,PAYMENT,0,0,0,0,11,0,214.4914682805804,0.11,5,0,217,1,0
T09206,U0283,81.46,CASH_IN,0,0,0,0,17,0,239.9286914905624,0.34,6,0,109,0,0
T09207,U0171,275.41,TRANSFER,0,0,0,0,13,0,325.44782520659453,0.85,5,0,145,1,0
T09208,U0059,103.1,CASH_OUT,0,0,0,0,3,1,272.4331001288357,0.38,1,0,168,1,0
T09209,U0032,226.18,PAYMENT,0,0,0,0,9,0,215.68276935117893,1.05,5,0,24,1,0
T09210,U0161,69.11,TRANSFER,0,0,0,0,8,0,261.9539116217077,0.26,4,0,263,1,0
T09211,U0284,304.87,TRANSFER,0,0,0,0,20,0,279.79007129164233,1.09,4,0,347,0,0
T09212,U0106,158.52,CASH_OUT,0,0,0,0,22,0,416.8636569561306,0.38,5,0,105,1,0
T09213,U0105,216.86,TRANSFER,0,0,0,0,19,0,365.9068945574784,0.59,4,0,43,1,0
T09214,U0439,49.53,TRANSFER,0,0,0,0,15,0,172.4737555289541,0.29,5,0,296,1,0
T09215,U0228,279.42,CASH_IN,0,0,0,0,10,0,401.595470212299,0.7,7,0,150,1,0
T09216,U0188,2044.91,CASH_OUT,0,1,0,0,19,0,178.82201353339704,11.44,3,0,253,1,1
T09217,U0070,199.37,TRANSFER,1,0,0,0,0,1,392.0647960973004,0.51,4,0,18,0,1
T09218,U0318,1045.47,PAYMENT,0,0,0,0,9,0,341.94418932773056,3.06,1,0,359,1,1
T09219,U0464,926.39,PAYMENT,0,1,0,0,9,0,237.38593923955744,3.9,2,1,141,1,0
T09220,U0290,1518.89,CASH_OUT,0,0,0,0,23,1,363.3887137175405,4.18,5,0,78,1,1
T09221,U0087,780.58,CASH_OUT,0,0,0,0,8,0,297.73834579530904,2.62,1,0,166,0,0
T09222,U0370,538.81,CASH_OUT,0,0,0,0,0,1,296.5940776542562,1.82,2,0,40,0,0
T09223,U0362,971.0,TRANSFER,1,0,0,0,1,1,227.4784308674921,4.27,1,0,43,1,1
T09224,U0472,39.33,CASH_OUT,1,1,0,0,14,0,303.32790299647195,0.13,1,0,7,1,0
T09225,U0056,310.72,TRANSFER,0,0,0,0,7,0,133.08698690592334,2.33,4,0,260,1,0
T09226,U0113,2266.72,TRANSFER,0,0,0,0,23,1,87.61159062026357,25.87,2,0,34,1,0
T09227,U0013,733.97,CASH_OUT,0,0,0,0,14,0,352.29979540756545,2.08,4,0,328,0,0
T09228,U0440,1636.08,TRANSFER,1,0,0,0,16,0,306.5441751188863,5.34,1,0,363,1,0
T09229,U0018,756.23,PAYMENT,1,0,0,0,9,0,271.279037130486,2.79,3,0,5,1,0
T09230,U0182,1039.25,CASH_OUT,0,0,0,0,4,1,339.85606970728406,3.06,0,0,20,1,0
T09231,U0461,612.99,PAYMENT,0,0,0,0,21,0,295.31547924144394,2.08,5,0,162,1,0
T09232,U0113,714.61,TRANSFER,0,0,0,0,4,1,352.44652248264646,2.03,4,0,276,1,0
T09233,U0229,370.31,CASH_OUT,0,0,0,0,21,0,375.7608916453296,0.99,1,0,70,1,0
T09234,U0171,1290.08,CASH_IN,0,0,0,0,22,0,97.16402801032618,13.28,2,0,57,1,0
T09235,U0295,871.6,CASH_OUT,0,0,0,0,10,0,50.0,17.43,3,0,59,1,0
T09236,U0189,928.58,PAYMENT,0,0,0,0,9,0,306.87427342113193,3.03,2,0,270,1,0
T09237,U0426,558.91,TRANSFER,0,0,0,0,21,0,313.0606901306619,1.79,3,0,240,1,0
T09238,U0465,181.62,TRANSFER,0,0,0,0,2,1,286.6258756922144,0.63,6,0,102,0,0
T09239,U0079,18.14,CASH_OUT,0,0,0,0,21,0,214.58708256877796,0.08,9,0,124,1,0
T09240,U0146,1371.75,TRANSFER,0,0,0,0,8,0,205.57976303953188,6.67,6,0,218,0,0
T09241,U0407,441.09,CASH_OUT,0,0,0,0,21,0,280.0534105176178,1.58,3,0,341,1,0
T09242,U0182,177.01,PAYMENT,1,0,0,0,21,0,252.0491358255216,0.7,2,0,29,1,0
T09243,U0499,80.75,PAYMENT,0,0,0,0,4,1,375.8480599178913,0.21,5,0,179,1,0
T09244,U0286,884.58,CASH_OUT,0,0,0,0,0,1,317.2119430619578,2.79,4,1,101,1,0
T09245,U0250,905.53,CASH_OUT,0,0,0,0,4,1,295.469050854209,3.06,3,0,94,1,1
T09246,U0354,842.37,CASH_OUT,0,0,1,0,10,0,400.18610390931855,2.1,0,0,162,1,0
T09247,U0314,517.94,CASH_IN,0,0,0,0,0,1,359.6349331593824,1.44,4,0,346,1,0
T09248,U0196,227.87,CASH_IN,0,0,0,0,15,0,309.6995350172322,0.74,7,1,82,1,0
T09249,U0323,181.25,CASH_IN,1,0,0,0,7,0,204.3067298907614,0.89,4,0,73,1,1
T09250,U0071,4.3,CASH_OUT,0,0,0,0,15,0,386.20742710862334,0.01,2,0,121,1,0
T09251,U0248,896.7,CASH_OUT,1,0,0,0,0,1,359.3222171033166,2.5,3,0,147,1,0
T09252,U0146,45.75,CASH_OUT,0,0,0,0,7,0,255.58666728137592,0.18,1,0,134,1,0
T09253,U0106,498.15,TRANSFER,0,0,0,0,3,1,326.4456398380796,1.53,4,0,91,1,0
T09254,U0263,350.67,TRANSFER,0,0,0,0,18,0,179.51724165286433,1.95,3,0,40,0,0
T09255,U0296,374.0,TRANSFER,0,0,0,0,3,1,85.33953323902671,4.38,4,0,278,1,0
T09256,U0070,1306.68,TRANSFER,1,1,0,0,17,0,371.3608167064981,3.52,3,0,263,1,0
T09257,U0470,16.06,PAYMENT,1,0,0,0,18,0,258.0951382024217,0.06,3,0,5,1,1
T09258,U0193,742.27,TRANSFER,0,0,0,0,3,1,193.1475723920937,3.84,6,0,200,0,0
T09259,U0068,26.73,CASH_IN,0,1,0,0,8,0,325.67003064351763,0.08,2,0,198,0,0
T09260,U0494,19.45,CASH_OUT,0,0,0,0,1,1,231.54511463711032,0.08,2,1,113,1,0
T09261,U0305,280.9,TRANSFER,0,0,1,0,2,1,279.3128693686339,1.01,1,0,289,1,0
T09262,U0052,32.58,TRANSFER,0,0,0,0,12,0,77.79858912632102,0.42,6,1,184,1,0
T09263,U0370,778.29,CASH_OUT,0,0,0,0,19,0,291.70626902032404,2.67,2,0,189,1,0
T09264,U0363,377.05,CASH_OUT,0,0,0,0,18,0,389.9842002273013,0.97,2,0,257,0,0
T09265,U0285,14.73,CASH_IN,0,0,0,0,18,0,253.28471151542303,0.06,7,0,152,1,0
T09266,U0405,20.67,CASH_IN,0,0,0,0,8,0,344.7934566247335,0.06,2,0,280,1,0
T09267,U0474,474.24,CASH_IN,0,0,0,0,4,1,387.3195381883145,1.22,2,0,174,1,0
T09268,U0334,820.24,PAYMENT,0,0,0,0,14,0,323.18989799383587,2.54,4,0,156,1,0
T09269,U0009,287.95,TRANSFER,0,1,0,0,8,0,362.8526539719392,0.79,5,0,200,1,0
T09270,U0251,404.37,CASH_OUT,0,0,0,0,5,1,221.72418396509215,1.82,2,0,13,0,0
T09271,U0431,804.29,TRANSFER,0,0,0,0,9,0,322.92597627471906,2.49,4,0,347,0,0
T09272,U0332,471.45,CASH_OUT,0,1,0,0,23,1,238.7534476789828,1.97,4,0,92,0,1
T09273,U0298,127.29,PAYMENT,1,0,0,0,0,1,250.03238530698928,0.51,3,0,28,1,1
T09274,U0435,474.73,CASH_OUT,0,0,0,0,12,0,260.7087152244284,1.82,1,0,11,1,0
T09275,U0184,494.81,TRANSFER,0,0,0,0,23,1,409.4647852552543,1.21,3,0,287,1,0
T09276,U0179,662.33,PAYMENT,0,0,0,0,16,0,369.4049713869251,1.79,4,0,42,1,0
T09277,U0198,484.94,PAYMENT,0,0,0,0,13,0,107.8617095468396,4.5,5,0,329,1,0
T09278,U0128,1740.8,CASH_IN,0,0,0,0,2,1,408.9585399351288,4.26,2,0,191,1,0
T09279,U0020,109.88,TRANSFER,0,1,1,0,12,0,439.9021504087796,0.25,2,0,350,1,0
T09280,U0472,1508.89,CASH_IN,0,0,0,0,7,0,294.83457795135735,5.12,1,0,60,0,0
T09281,U0411,386.46,CASH_OUT,1,0,0,0,22,0,317.42968422543254,1.22,4,0,322,0,1
T09282,U0422,557.3,CASH_OUT,0,0,0,0,0,1,357.82555211673,1.56,3,0,110,1,0
T09283,U0328,52.38,CASH_OUT,0,0,0,0,22,0,461.2982534778964,0.11,1,0,80,1,0
T09284,U0065,239.48,CASH_OUT,0,0,0,0,1,1,181.83207146967837,1.32,3,0,156,1,0
T09285,U0182,733.49,TRANSFER,0,0,0,0,1,1,306.92267570973144,2.39,5,0,308,0,0
T09286,U0241,613.64,TRANSFER,0,0,0,0,8,0,241.8265813632864,2.54,5,0,247,0,0
T09287,U0369,20.48,CASH_OUT,0,0,0,0,0,1,444.03129647908736,0.05,6,0,341,1,0
T09288,U0024,395.48,CASH_OUT,0,0,0,0,10,0,345.071940284552,1.15,2,0,192,1,0
T09289,U0384,46.21,TRANSFER,0,0,0,1,6,0,216.79784767136937,0.21,4,0,169,1,0
T09290,U0431,2743.1,CASH_OUT,0,0,0,0,20,0,390.0736426452798,7.03,2,0,8,0,1
T09291,U0455,1137.95,PAYMENT,1,0,0,0,5,1,280.35794588059304,4.06,3,0,46,1,1
T09292,U0083,10.65,TRANSFER,1,0,0,0,16,0,376.0572446412311,0.03,4,0,178,1,0
T09293,U0470,978.26,PAYMENT,0,0,0,0,5,1,55.95539885338448,17.48,2,0,294,1,0
T09294,U0319,1259.31,TRANSFER,0,0,0,0,15,0,319.3385695771503,3.94,1,0,209,1,0
T09295,U0185,218.13,TRANSFER,1,0,0,0,0,1,237.2575776439828,0.92,0,0,124,1,0
T09296,U0439,635.59,PAYMENT,0,0,0,0,3,1,536.1380167180184,1.19,4,0,198,1,0
T09297,U0316,291.79,PAYMENT,0,0,0,0,17,0,110.01666201913436,2.65,6,0,83,0,0
T09298,U0099,532.44,TRANSFER,0,0,0,0,1,1,316.8442515683364,1.68,7,0,31,1,0
T09299,U0062,208.0,PAYMENT,0,0,0,0,0,1,287.2594035737442,0.72,6,0,305,0,0
T09300,U0286,194.72,TRANSFER,0,0,0,0,6,0,227.60043348225912,0.86,4,0,260,1,0
T09301,U0477,276.2,TRANSFER,0,0,0,0,15,0,257.19845039715926,1.07,0,0,25,0,0
T09302,U0022,78.66,TRANSFER,0,0,0,0,12,0,280.89126722381803,0.28,0,0,164,1,0
T09303,U0459,889.34,TRANSFER,1,0,0,0,17,0,140.10530298603246,6.35,2,1,128,0,0
T09304,U0212,214.39,TRANSFER,0,0,0,0,6,0,281.03280500932004,0.76,1,0,41,1,0
T09305,U0126,255.54,CASH_OUT,1,0,0,0,17,0,250.42751138293576,1.02,3,0,232,1,0
T09306,U0413,1122.42,PAYMENT,1,0,0,0,6,0,323.3134929071685,3.47,5,0,134,1,1
T09307,U0499,343.21,TRANSFER,0,0,0,0,3,1,318.68372229357965,1.08,7,1,12,0,0
T09308,U0425,392.91,TRANSFER,0,1,0,0,16,0,327.609445369402,1.2,4,0,131,1,1
T09309,U0042,1567.48,TRANSFER,0,0,0,0,18,0,145.37484865367233,10.78,2,0,343,0,0
T09310,U0098,1088.97,CASH_OUT,1,0,0,0,4,1,284.6036030686586,3.83,1,0,171,1,0
T09311,U0449,92.84,PAYMENT,0,0,0,0,6,0,282.17523059567094,0.33,6,0,346,1,0
T09312,U0031,320.48,TRANSFER,0,0,0,0,22,0,294.00966649474213,1.09,8,0,334,1,0
T09313,U0158,1775.36,PAYMENT,0,0,1,0,5,1,254.63659610275155,6.97,1,0,152,1,0
T09314,U0112,232.9,PAYMENT,0,0,0,0,4,1,135.64023681685774,1.72,1,0,324,1,0
T09315,U0402,232.27,TRANSFER,0,0,0,0,12,0,231.00337095451144,1.01,0,0,247,1,0
T09316,U0247,108.48,CASH_OUT,0,0,0,0,11,0,339.8592013914381,0.32,3,0,161,1,0
T09317,U0122,60.7,PAYMENT,0,0,0,0,4,1,104.88835134109355,0.58,2,0,302,0,0
T09318,U0273,674.12,TRANSFER,1,0,0,0,3,1,258.5016082063826,2.61,4,0,136,1,1
T09319,U0294,734.9,CASH_OUT,0,0,0,0,7,0,419.3390931474325,1.75,4,0,277,0,0
T09320,U0398,1737.09,CASH_OUT,0,0,0,0,14,0,311.55720251284174,5.58,3,0,254,1,0
T09321,U0471,742.32,CASH_OUT,1,0,0,0,22,0,313.38784675691386,2.37,1,0,190,1,0
T09322,U0473,139.43,PAYMENT,0,0,0,0,10,0,258.28790494985014,0.54,3,0,322,1,0
T09323,U0207,20.47,PAYMENT,0,0,0,0,4,1,286.5237177718877,0.07,2,0,328,1,1
T09324,U0110,2114.65,PAYMENT,0,0,0,0,10,0,182.9276419525691,11.56,3,0,352,1,0
T09325,U0440,208.1,CASH_OUT,1,1,0,0,9,0,204.7209325264301,1.02,4,0,195,1,1
T09326,U0278,186.96,PAYMENT,0,0,0,0,1,1,190.85290171156677,0.98,3,0,364,1,0
T09327,U0451,1181.99,TRANSFER,0,0,0,0,19,0,398.02556914970313,2.97,4,0,354,1,0
T09328,U0056,439.86,CASH_OUT,0,0,1,0,21,0,153.62807085792946,2.86,4,0,333,1,1
T09329,U0375,120.95,CASH_OUT,0,0,0,0,7,0,299.6996274647729,0.4,4,1,13,1,0
T09330,U0403,1099.55,PAYMENT,1,0,0,0,20,0,323.4343898570959,3.4,3,0,216,1,0
T09331,U0057,2507.39,CASH_OUT,0,0,0,0,19,0,173.09301544239943,14.49,5,0,29,0,0
